filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
03-01-05-01-01-01-01.wav,0.44584351778030396,0.011145239695906639,3009.672233518084,2340.479394057181,5442.931189903846,0.23077674278846153,-493.6404113769531,54.894439697265625,-8.444616317749023,16.534015655517578,-2.4973361492156982,-3.271333694458008,-6.193215847015381,-1.5223133563995361,-16.599044799804688,-5.756699562072754,-1.641685962677002,-5.705759525299072,-1.397200107574463,-5.481062412261963,-4.642994403839111,-1.858747959136963,-8.324687004089355,-1.947320818901062,-5.402767658233643,-3.8568594455718994,angry
03-01-05-01-01-01-02.wav,0.3253248929977417,0.008425849489867687,2241.3355261278903,1768.8612574818374,3981.9861778846152,0.17105243389423078,-528.2632446289062,52.9084587097168,-14.079989433288574,6.865143775939941,-8.934903144836426,-6.127420902252197,-5.541454315185547,-12.735228538513184,-6.279514789581299,-2.8699584007263184,-4.418773174285889,-2.9088692665100098,-6.6364922523498535,1.1465522050857544,-7.027541160583496,-4.571496486663818,-5.158179759979248,-2.5950911045074463,-3.0922865867614746,1.2395845651626587,angry
03-01-05-01-01-01-03.wav,0.49076515436172485,0.003118094988167286,2879.640740706358,2533.908697439733,5423.716947115385,0.2344951923076923,-580.2089233398438,68.850830078125,2.8941235542297363,19.27950096130371,3.069805145263672,-5.349602699279785,-10.369441032409668,-9.774646759033203,-7.552515506744385,-6.0528178215026855,-6.54055643081665,-4.36491584777832,-3.6193976402282715,-2.475109100341797,-7.499815940856934,1.000038504600525,-2.3428921699523926,-2.8138442039489746,-1.4131193161010742,0.5329428911209106,angry
03-01-05-01-01-01-04.wav,0.31822967529296875,0.00975817535072565,2433.365645608965,1875.0435052910557,4319.394906850962,0.17737755408653846,-521.3172607421875,42.378143310546875,-13.373664855957031,4.339992046356201,-12.071105003356934,-8.961921691894531,-9.525699615478516,-16.3071346282959,-10.551137924194336,-5.859603404998779,-5.678761959075928,-9.73066234588623,-4.958893299102783,-2.7589354515075684,-12.297423362731934,-3.8371288776397705,-4.40242338180542,-1.9950425624847412,-3.8882641792297363,4.337802886962891,angry
03-01-05-01-01-01-05.wav,0.4570706784725189,0.014073838479816914,2724.128400198345,2376.7887080589912,5139.727125901442,0.1954627403846154,-474.31463623046875,71.13746643066406,-18.543363571166992,8.75588607788086,5.587248802185059,-18.11496925354004,-7.869304180145264,-4.448387145996094,-10.721088409423828,-6.76059103012085,0.24158383905887604,-4.235057353973389,-4.187407493591309,0.2026466727256775,-7.90692138671875,3.1760051250457764,-7.534549713134766,-3.1808929443359375,-4.172726631164551,-0.9201710820198059,angry
03-01-05-01-01-01-06.wav,0.398396372795105,0.0046774642542004585,3168.0384999741127,2211.64499133854,5185.692232572115,0.20980318509615384,-575.3287353515625,49.4720573425293,-25.010799407958984,9.540616989135742,-6.16532039642334,-14.394848823547363,-12.406084060668945,-12.39873218536377,-7.784242630004883,-0.07071885466575623,-9.62098503112793,-4.242223262786865,-4.290689945220947,-7.234123706817627,-5.791660785675049,-4.7134013175964355,-8.141633033752441,-4.993045806884766,-4.854388236999512,-4.122653484344482,angry
03-01-05-01-01-01-07.wav,0.40836605429649353,0.01714172400534153,3039.4221972583614,2415.2791306210693,5443.428109975962,0.1696063701923077,-454.6429138183594,53.6473388671875,-18.267610549926758,16.28851318359375,1.8208266496658325,-15.658373832702637,-3.7524993419647217,-15.028514862060547,-10.290980339050293,2.0560903549194336,-5.596705913543701,-5.48501443862915,6.854429244995117,-6.204534530639648,-6.3450493812561035,5.866129398345947,-12.036994934082031,0.4322081208229065,-3.7778539657592773,-3.8232243061065674,angry
03-01-05-01-01-01-08.wav,0.459742933511734,0.011240684427320957,2444.0751297898423,2518.9873671334344,5104.114520733173,0.1364070012019231,-527.12060546875,62.13884735107422,-9.12035083770752,12.755363464355469,-2.833998441696167,-3.6735849380493164,5.8727264404296875,-10.0566987991333,-3.478031635284424,-3.805704116821289,-4.166312217712402,-5.039737701416016,-3.77590012550354,2.3526535034179688,-2.3188893795013428,-1.6249682903289795,0.16032280027866364,-0.8236633539199829,-0.5604144930839539,3.562689781188965,angry
03-01-05-01-01-01-09.wav,0.5250020623207092,0.0015919157303869724,2887.27591136867,2524.100685300471,5475.479454627404,0.2617375300480769,-688.3456420898438,75.53162384033203,-1.160129427909851,21.124191284179688,20.893352508544922,1.5429412126541138,-5.089139938354492,-3.8327016830444336,-7.4340643882751465,1.4408071041107178,-0.27662941813468933,-2.91225004196167,2.182441473007202,-1.3304221630096436,-2.6243858337402344,-0.056050051003694534,-0.2838158905506134,-1.7309038639068604,-3.303853750228882,3.0614511966705322,angry
03-01-05-01-01-01-10.wav,0.39058545231819153,0.011890074238181114,2574.6437703967963,2168.0564600589328,4399.481858473558,0.16160231370192307,-483.5555419921875,72.25184631347656,-12.334129333496094,12.197478294372559,-1.431496500968933,-9.033324241638184,-11.863327980041504,-22.630735397338867,-6.488550186157227,-2.8418593406677246,-6.976057529449463,-5.151363372802734,1.7641661167144775,-2.417483329772949,-4.260039806365967,1.343567132949829,-2.6811249256134033,-4.054718017578125,-0.9629107117652893,-8.118368148803711,angry
