rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_stft_12,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,labels
0.14095944166183472,909.2944727699107,1097.0425360124468,1603.267525337838,0.016942793798262547,0.43669256567955017,0.5119249224662781,0.512333869934082,0.48064056038856506,0.466938853263855,0.461873859167099,0.4728423058986664,0.4503144323825836,0.491747111082077,0.4799705743789673,0.37628263235092163,0.3556421399116516,-338.12518310546875,131.52015686035156,22.421323776245117,27.78525733947754,29.53047752380371,11.284655570983887,-1.262374758720398,-18.970815658569336,-9.670879364013672,5.171833515167236,-5.263845920562744,-8.729559898376465,-1.8383241891860962,0.268403559923172,0.7894448637962341,-0.9295192956924438,0.48563775420188904,4.871944904327393,1.4047749042510986,-2.436950922012329,angry
0.13711659610271454,823.0336043518973,1124.2014412252788,1512.7283044763512,0.014537207408301158,0.5935287475585938,0.6791374683380127,0.6353240609169006,0.5587871074676514,0.4901278614997864,0.47127988934516907,0.4509519040584564,0.47679656744003296,0.5332698225975037,0.5119574069976807,0.41583943367004395,0.47332870960235596,-309.9067687988281,142.9309844970703,14.520611763000488,4.122516632080078,20.365476608276367,12.894768714904785,-0.8437860608100891,-15.728475570678711,-5.024320602416992,10.955378532409668,-1.500193476676941,-8.156522750854492,2.750645637512207,2.75797963142395,-3.322827100753784,-1.1149579286575317,3.73190975189209,3.30562162399292,-2.0323634147644043,-3.192875623703003,angry
0.10107207298278809,408.18814239515973,786.675134061294,695.0485641891892,0.008664635617760617,0.34091052412986755,0.3721476197242737,0.4401761591434479,0.46414685249328613,0.47671347856521606,0.47985243797302246,0.47494077682495117,0.4795912206172943,0.4487212300300598,0.4345073699951172,0.3876984417438507,0.3431951701641083,-413.5554504394531,77.29081726074219,10.897673606872559,13.533510208129883,16.055946350097656,6.956530570983887,0.3063030540943146,-7.060916900634766,0.6411364674568176,5.985121726989746,-2.465474843978882,-2.8249528408050537,1.4637432098388672,1.0827348232269287,-0.28805282711982727,-0.4989720582962036,2.284547805786133,2.159682035446167,-0.45505207777023315,1.8330022096633911,angry
0.1310337334871292,844.7842380123964,1207.1300923457866,1459.0200063344594,0.018104111365830115,0.4647538363933563,0.4716610014438629,0.502143919467926,0.5301031470298767,0.5747671127319336,0.5787096619606018,0.48931095004081726,0.4468590021133423,0.47937682271003723,0.4633341431617737,0.4255506098270416,0.44045084714889526,-332.8193054199219,96.69597625732422,19.682207107543945,12.225317001342773,13.028559684753418,7.728522300720215,1.1390800476074219,-14.04690170288086,-9.200884819030762,3.882822036743164,-2.269456386566162,-5.33355712890625,0.2927111089229584,0.34907659888267517,-0.7851893305778503,-1.125822901725769,0.9748320579528809,5.092385292053223,1.1556166410446167,-2.4563162326812744,angry
0.1457844078540802,1077.861061442367,1402.8796397812491,1818.599556587838,0.02297184181949807,0.49070480465888977,0.4755868911743164,0.528494656085968,0.5495169758796692,0.5829524993896484,0.5877346396446228,0.5137258172035217,0.45985376834869385,0.5023263096809387,0.49462541937828064,0.45396101474761963,0.46048909425735474,-330.0813903808594,105.5589828491211,13.270718574523926,14.053996086120605,20.745391845703125,11.351573944091797,0.8865423202514648,-15.77159309387207,-8.973710060119629,3.911555528640747,-6.165579795837402,-8.897561073303223,0.4990784525871277,0.7269084453582764,-2.1834797859191895,-0.722496509552002,3.656291961669922,5.761038303375244,-0.6005736589431763,-4.145805835723877,angry
0.14549043774604797,819.1356285990454,1098.0337024703433,1476.3130806587837,0.01481811052123552,0.5006815195083618,0.5354832410812378,0.5410855412483215,0.5548825263977051,0.5794861316680908,0.5975967049598694,0.6059934496879578,0.5378356575965881,0.4530068039894104,0.43695154786109924,0.4252200722694397,0.4216826260089874,-333.6161193847656,141.1056365966797,18.078340530395508,16.302173614501953,19.344093322753906,5.606527328491211,-0.28377223014831543,-16.428386688232422,-10.140870094299316,5.417835712432861,-5.036803245544434,-8.442085266113281,1.6869533061981201,2.128324031829834,-0.12305812537670135,-0.5075709223747253,-0.15635699033737183,3.1576554775238037,1.9581942558288574,-0.9500254988670349,angry
0.16694656014442444,629.9431479857526,1145.2347755119836,1051.3025232263512,0.010310463923745173,0.43183383345603943,0.43262243270874023,0.46273699402809143,0.5252938866615295,0.5804146528244019,0.6138389110565186,0.5616400837898254,0.5253582000732422,0.4953237473964691,0.4589522182941437,0.4036826491355896,0.3858800530433655,-356.9962463378906,110.479248046875,8.444891929626465,9.488385200500488,15.16761589050293,2.718076467514038,-2.6544651985168457,-9.981616973876953,-2.0547144412994385,5.3152265548706055,-6.487185955047607,-5.190672397613525,5.922234058380127,1.3279045820236206,-5.116947174072266,-0.6711187958717346,3.38088059425354,0.4749854803085327,-0.7581484913825989,2.6379480361938477,angry
0.18683402240276337,1233.729357366314,1405.8421374092015,1992.3616976351352,0.03425509773166023,0.368387371301651,0.39017531275749207,0.38414549827575684,0.4126089811325073,0.44207239151000977,0.513988733291626,0.5651500821113586,0.5302593111991882,0.5380759239196777,0.5472925901412964,0.4261585474014282,0.34215497970581055,-315.06683349609375,106.86016845703125,11.0242919921875,24.9038028717041,14.5274658203125,-3.281761646270752,-1.590698480606079,-17.113306045532227,-11.511754989624023,3.3930368423461914,-4.581832408905029,-5.845994472503662,-1.2635432481765747,-3.185537338256836,-4.226518154144287,-3.8607845306396484,1.58112370967865,6.305145263671875,1.5294522047042847,-0.4699689447879791,angry
0.1201043426990509,848.946729836294,1241.2277122753974,1400.8221600506756,0.018394440757722008,0.4989282786846161,0.5473642349243164,0.5731347799301147,0.5966559052467346,0.5425331592559814,0.5048151016235352,0.5060353875160217,0.46451258659362793,0.40133020281791687,0.41901740431785583,0.42577821016311646,0.4253951907157898,-355.942138671875,141.76620483398438,27.69692039489746,21.592727661132812,21.129268646240234,10.340963363647461,2.8461263179779053,-17.972843170166016,-10.88038444519043,6.800811767578125,-4.20198917388916,-7.0835862159729,2.850675582885742,-0.4764562249183655,-5.350738525390625,-2.698166847229004,2.3431179523468018,3.6144256591796875,-2.657345771789551,-4.536281585693359,angry
0.14616891741752625,979.7193806426535,1194.997984721239,1627.7937605574325,0.026122104247104247,0.3917304575443268,0.42864376306533813,0.4581519663333893,0.4605368375778198,0.47409018874168396,0.5210432410240173,0.5095983147621155,0.42716166377067566,0.4417468011379242,0.42234668135643005,0.37032291293144226,0.3647363781929016,-330.78070068359375,145.2163848876953,15.369513511657715,18.343324661254883,20.11725616455078,3.7685086727142334,-0.8744944930076599,-19.890483856201172,-15.072553634643555,2.461996555328369,-7.561924457550049,-9.3589506149292,0.3916613459587097,-1.2405496835708618,-1.9036059379577637,-1.8626998662948608,-1.088824987411499,4.864333152770996,1.716313362121582,-3.662290334701538,angry
0.10819437354803085,477.52372068710554,970.1141247474563,898.9073057432432,0.007418481539575289,0.4975563585758209,0.5018183588981628,0.4791678786277771,0.47259920835494995,0.49868980050086975,0.5872433185577393,0.5798876881599426,0.5063775181770325,0.4835222065448761,0.46244874596595764,0.4231228530406952,0.4487040936946869,-375.806640625,103.80681610107422,27.88922691345215,17.926959991455078,26.956371307373047,20.0373592376709,2.7462549209594727,-12.995615005493164,-6.489268779754639,5.288722038269043,-0.9301511645317078,-4.766440391540527,1.4440139532089233,1.7995516061782837,-2.106097459793091,-1.2491416931152344,5.173577308654785,7.813785552978516,0.39927488565444946,-2.9183990955352783,angry
