rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_stft_12,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,labels
0.1478615403175354,999.9452759614911,1063.1067341441685,1771.5200570913462,0.032530799278846154,0.3929401934146881,0.45233353972435,0.43017300963401794,0.39506036043167114,0.39608147740364075,0.41952672600746155,0.42899540066719055,0.3809950649738312,0.46523186564445496,0.4224744141101837,0.3078306019306183,0.293670654296875,-296.0261535644531,123.14839935302734,11.59837532043457,38.35329818725586,11.01905632019043,-5.617099761962891,-29.354694366455078,-3.982545852661133,-2.559609889984131,-15.166484832763672,-4.1998090744018555,-1.1121670007705688,-1.4670149087905884,-3.402172565460205,4.4302825927734375,-0.30618563294410706,-3.8661038875579834,5.422968864440918,-2.040354013442993,-6.495267391204834,angry
0.1425241082906723,933.6972245366732,1095.9338462314577,1756.4468149038462,0.028598257211538462,0.4391118288040161,0.5697590708732605,0.6210756301879883,0.5336594581604004,0.46083104610443115,0.41281333565711975,0.4076579213142395,0.3834158182144165,0.43146416544914246,0.5043312311172485,0.4288419783115387,0.32918453216552734,-274.0398254394531,133.02345275878906,-13.1600923538208,17.79521942138672,13.312668800354004,-5.128398418426514,-25.234905242919922,2.804781436920166,4.098286151885986,-14.281310081481934,2.5559229850769043,-0.09983790665864944,-5.58903169631958,1.3613615036010742,3.7557120323181152,-4.464935779571533,-4.113827705383301,1.0869781970977783,-5.010357856750488,-3.381075620651245,angry
0.15046609938144684,618.0500100373921,965.148031965159,1064.697265625,0.024663628472222223,0.45437631011009216,0.4950019121170044,0.5929086804389954,0.6403967142105103,0.6413111090660095,0.6531225442886353,0.6457539200782776,0.6573371291160583,0.6004415154457092,0.5968836545944214,0.5303381085395813,0.4583629071712494,-337.1607360839844,96.86674499511719,4.881763935089111,26.82505989074707,10.724669456481934,-2.1824159622192383,-13.945369720458984,7.12712287902832,-0.07920324802398682,-7.433390140533447,1.1901129484176636,0.2990266978740692,-2.1443943977355957,0.9357269406318665,3.672376871109009,-1.924670696258545,3.5921549797058105,1.8191399574279785,-2.9908664226531982,0.25146010518074036,angry
0.1524246782064438,966.9078501631067,1149.589660331637,1705.0464694782838,0.037887314618644065,0.4547266364097595,0.44802945852279663,0.46142736077308655,0.49346259236335754,0.5256049633026123,0.5968611240386963,0.5276122093200684,0.41758468747138977,0.42955484986305237,0.4776306748390198,0.44367092847824097,0.4239763021469116,-287.8238220214844,101.5155029296875,6.410149097442627,15.656600952148438,7.39586877822876,-1.4892996549606323,-24.872377395629883,-5.148656368255615,-0.03954758122563362,-10.816282272338867,-0.8700235486030579,-1.3279469013214111,-2.8160061836242676,-1.9662542343139648,5.995185852050781,-0.2727951407432556,-3.7196316719055176,6.069864749908447,-2.6705784797668457,-4.1230854988098145,angry
0.15192729234695435,1133.7779223890157,1211.7995466715224,1970.8678260216345,0.04402794471153846,0.4332026541233063,0.399037629365921,0.44139614701271057,0.46228912472724915,0.5239940285682678,0.5447101593017578,0.4439419209957123,0.3954833447933197,0.45078060030937195,0.4375666081905365,0.4131525456905365,0.4426797032356262,-297.1497497558594,93.35873413085938,0.12933114171028137,22.744892120361328,12.982416152954102,-2.12156081199646,-23.176870346069336,-3.080106735229492,-3.018409013748169,-14.218085289001465,-0.6543373465538025,-1.5140570402145386,-3.801478862762451,1.6344025135040283,6.919915199279785,-2.3346877098083496,-4.425612449645996,6.456118583679199,-1.603486180305481,-4.420146942138672,angry
0.1525009721517563,927.0538814227161,1067.7359231438206,1691.8472055288462,0.02855694110576923,0.47755491733551025,0.4731674790382385,0.4788525402545929,0.4856525659561157,0.5230510830879211,0.5666806101799011,0.5773603916168213,0.4533403813838959,0.3851090669631958,0.3729107677936554,0.3638875484466553,0.3749232292175293,-285.57122802734375,131.65789794921875,0.5757287740707397,25.63823127746582,3.7352044582366943,-4.153669834136963,-26.1859073638916,-4.397982597351074,-1.6278647184371948,-14.811187744140625,0.6214853525161743,0.40948328375816345,-1.8554809093475342,-2.6065673828125,2.6919634342193604,0.9726802706718445,-2.2048208713531494,4.701632499694824,-2.252056121826172,-2.175279378890991,angry
0.18876372277736664,706.47205399262,1062.3976950322535,1244.841897898707,0.023012358566810345,0.4537697732448578,0.426648885011673,0.4412142336368561,0.530579686164856,0.5863900184631348,0.649843692779541,0.5891823768615723,0.546029806137085,0.5277170538902283,0.48513954877853394,0.41151827573776245,0.38513001799583435,-311.7218017578125,109.37779998779297,-6.2537760734558105,20.515531539916992,1.5363893508911133,-6.69466495513916,-16.409074783325195,3.5959463119506836,-3.917057752609253,-10.481374740600586,7.716361045837402,-1.7016974687576294,-5.8729634284973145,3.3564743995666504,1.097105622291565,-1.3178377151489258,4.467249393463135,0.4198223054409027,-1.413116455078125,1.5429636240005493,angry
0.1980285793542862,1275.143855674294,1242.0359125908922,2100.7296048677886,0.06607196514423076,0.34908756613731384,0.32313352823257446,0.30836033821105957,0.3510367274284363,0.3876316547393799,0.5129451751708984,0.5168085098266602,0.45121318101882935,0.5173505544662476,0.45549899339675903,0.3264058232307434,0.3066941201686859,-271.5270080566406,89.838623046875,7.152333736419678,25.525278091430664,-6.362260341644287,-4.669394493103027,-24.530323028564453,-5.651820659637451,-1.8419654369354248,-9.551182746887207,-2.068305492401123,-5.106623649597168,-5.9858317375183105,-2.4149715900421143,6.801545143127441,0.7361342310905457,-0.8574097752571106,3.2639122009277344,-4.962663650512695,-4.592085361480713,angry
0.1293020099401474,898.7020210828022,1089.2285641724222,1545.5870643028845,0.03543419471153846,0.42292115092277527,0.4643619954586029,0.478675901889801,0.5012989640235901,0.4873006343841553,0.4382776618003845,0.4591864347457886,0.4190193712711334,0.33630016446113586,0.3651188015937805,0.38483962416648865,0.35417991876602173,-314.2133483886719,138.4231719970703,11.099489212036133,27.44524574279785,9.367170333862305,0.12571904063224792,-29.896665573120117,-3.5256569385528564,-0.30100905895233154,-13.09332275390625,2.621352434158325,-4.255425930023193,-7.926752090454102,-0.8166545033454895,4.42377233505249,-5.320270538330078,-5.960409641265869,1.1778905391693115,-5.677539825439453,-3.4543986320495605,angry
0.15844504535198212,1023.726423991883,1087.9872597820422,1780.9615384615386,0.05080003004807692,0.3396037220954895,0.3715400695800781,0.4069591760635376,0.40261995792388916,0.388630211353302,0.44731998443603516,0.4985124468803406,0.4165303409099579,0.3794666528701782,0.4102906584739685,0.3575797975063324,0.3306066691875458,-280.2859802246094,133.30636596679688,-0.8137868046760559,28.193897247314453,1.8969793319702148,-4.365096092224121,-31.465669631958008,-9.254168510437012,-4.815510272979736,-15.928836822509766,-1.186686396598816,-4.4066619873046875,-2.6517817974090576,-3.922001838684082,4.745489120483398,0.9837546944618225,-5.2372212409973145,2.9751992225646973,-4.50438117980957,-6.0752105712890625,angry
0.12729860842227936,592.5285767221882,998.8667672289763,1185.0751528532608,0.016571841032608697,0.49283212423324585,0.4844761788845062,0.4447054862976074,0.4132392406463623,0.478150874376297,0.6084285378456116,0.5643203258514404,0.4798404276371002,0.46568629145622253,0.40857210755348206,0.3665587604045868,0.44755420088768005,-335.0453186035156,115.21307373046875,14.902542114257812,29.936054229736328,26.85832405090332,-1.2463879585266113,-24.746915817260742,-3.276895523071289,1.7822751998901367,-9.783206939697266,0.10658406466245651,-0.9735950231552124,-5.3437113761901855,2.603724241256714,10.790468215942383,-1.8727104663848877,-4.576053142547607,4.786403656005859,-2.387498140335083,-1.6152414083480835,angry
